popularity,budget,revenue,original_title,cast,director,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,profit,revenue_category
6.189369,176000003.0,183987723.0,Jupiter Ascending,Mila Kunis|Channing Tatum|Sean Bean|Eddie Redmayne|Douglas Booth,Lana Wachowski|Lilly Wachowski,jupiter|space|woman director|3d|interspecies romance,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynastyâ€¦",124.0,Science Fiction|Fantasy|Action|Adventure,Village Roadshow Pictures|Dune Entertainment|Anarchos Productions|Warner Bros.,2015-02-04,1937.0,5.2,2015.0,161919931.5,169268630.7,7987720.0,Blockbuster
6.118847,15000000.0,36869414.0,Ex Machina,Domhnall Gleeson|Alicia Vikander|Oscar Isaac|Sonoya Mizuno|Corey Johnson,Alex Garland,dancing|artificial intelligence|helicopter|distrust|isolation,"Caleb, a 26 year old coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",108.0,Drama|Science Fiction,DNA Films|Universal Pictures International (UPI)|Film4,2015-01-21,2854.0,7.6,2015.0,13799993.93,33919845.96,21869414.0,High
5.984995,88000000.0,243637091.0,Pixels,Adam Sandler|Michelle Monaghan|Peter Dinklage|Josh Gad|Kevin James,Chris Columbus,video game|nerd|alien attack|3d|pixels,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,105.0,Action|Comedy|Science Fiction,Columbia Pictures|Happy Madison Productions,2015-07-16,1575.0,5.8,2015.0,80959964.38,224146025.1,155637091.0,Blockbuster
5.944927,280000000.0,1405035767.0,Avengers: Age of Ultron,Robert Downey Jr.|Chris Hemsworth|Mark Ruffalo|Chris Evans|Scarlett Johansson,Joss Whedon,marvel comic|comic|sequel|superhero|vision,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earthâ€™s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",141.0,Action|Adventure|Science Fiction,Marvel Studios|Prime Focus|Revolution Sun Studios,2015-04-22,4304.0,7.4,2015.0,257599886.7,1292632337.0,1125035767.0,Blockbuster
5.8984,44000000.0,155760117.0,The Hateful Eight,Samuel L. Jackson|Kurt Russell|Jennifer Jason Leigh|Walton Goggins|DemiÃ¡n Bichir,Quentin Tarantino,bounty hunter|wyoming|mountains|hangman|voice over narration,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,167.0,Crime|Drama|Mystery|Western,Double Feature Films|The Weinstein Company|FilmColony,2015-12-25,2389.0,7.4,2015.0,40479982.19,143299244.6,111760117.0,Blockbuster
5.749758,48000000.0,325771424.0,Taken 3,Liam Neeson|Forest Whitaker|Maggie Grace|Famke Janssen|Dougray Scott,Olivier Megaton,revenge|murder|on the run|fugitive|framed,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",109.0,Crime|Action|Thriller,Twentieth Century Fox Film Corporation|M6 Films|Canal+|EuropaCorp|CinÃ©+,2015-01-01,1578.0,6.1,2015.0,44159980.57,,277771424.0,Blockbuster
5.573184,130000000.0,518602163.0,Ant-Man,Paul Rudd|Michael Douglas|Evangeline Lilly|Corey Stoll|Bobby Cannavale,Peyton Reed,marvel comic|superhero|aftercreditsstinger|duringcreditsstinger|marvel cinematic universe,"Armed with the astonishing ability to shrink in scale but increase in strength, con-man Scott Lang must embrace his inner-hero and help his mentor, Dr. Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",115.0,Science Fiction|Action|Adventure,Marvel Studios,2015-07-14,3779.0,7.0,2015.0,119599947.4,477113780.0,388602163.0,Blockbuster
5.556818,95000000.0,542351353.0,Cinderella,Lily James|Cate Blanchett|Richard Madden|Helena Bonham Carter|Holliday Grainger,Kenneth Branagh,cinderella|magic|fairy tale|princess|shoe,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",112.0,Romance|Fantasy|Family|Drama,Walt Disney Pictures|Genre Films|Beagle Pug Films|Allison Shearmur Productions,2015-03-12,1495.0,6.8,2015.0,87399961.54,498963025.2,447351353.0,Blockbuster
5.476958,160000000.0,650523427.0,The Hunger Games: Mockingjay - Part 2,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Elizabeth Banks,Francis Lawrence,revolution|strong woman|dystopia|game of death|3d,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends â€“ including Gale, Finnick, and Peeta â€“ Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",136.0,War|Adventure|Science Fiction,Studio Babelsberg|StudioCanal|Lionsgate|Walt Disney Studios Motion Pictures|Color Force,2015-11-18,2380.0,6.5,2015.0,147199935.2,598481289.5,490523427.0,Blockbuster
5.462138,190000000.0,209035668.0,Tomorrowland,Britt Robertson|George Clooney|Raffey Cassidy|Thomas Robinson|Hugh Laurie,Brad Bird,inventor|apocalypse|destiny|imax|dreamer,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",130.0,Action|Family|Science Fiction|Adventure|Mystery,Walt Disney Pictures|Babieka|A113,2015-05-19,1899.0,6.2,2015.0,174799923.1,192312729.9,19035668.0,Blockbuster
5.337064,30000000.0,91709827.0,Southpaw,Jake Gyllenhaal|Rachel McAdams|Forest Whitaker|Oona Laurence|50 Cent,Antoine Fuqua,sport,"Billy ""The Great"" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most.",123.0,Action|Drama,Escape Artists|Riche-Ludwig Productions,2015-06-15,1386.0,7.3,2015.0,27599987.86,84373003.72,61709827.0,High
4.907832,110000000.0,470490832.0,San Andreas,Dwayne Johnson|Alexandra Daddario|Carla Gugino|Ioan Gruffudd|Archie Panjabi,Brad Peyton,california|earthquake|catastrophe|disaster film|3d,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",114.0,Action|Drama|Thriller,New Line Cinema|Village Roadshow Pictures|Warner Bros.|Flynn Picture Company,2015-05-27,2060.0,6.1,2015.0,101199955.5,432851375.0,360490832.0,Blockbuster
4.710402,40000000.0,569651467.0,Fifty Shades of Grey,Dakota Johnson|Jamie Dornan|Jennifer Ehle|Eloise Mumford|Victor Rasuk,Sam Taylor-Johnson,based on novel|billionaire|bdsm|woman director|erotic movie,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",125.0,Drama|Romance,Focus Features|Trigger Street Productions|Michael De Luca Productions,2015-02-11,1865.0,5.3,2015.0,36799983.81,524079119.0,529651467.0,Blockbuster
4.648046,28000000.0,133346506.0,The Big Short,Christian Bale|Steve Carell|Ryan Gosling|Brad Pitt|Melissa Leo,Adam McKay,bank|fraud|biography|wall street|finances,The men who made millions from a global economic meltdown.,130.0,Comedy|Drama,Paramount Pictures|Plan B Entertainment|Regency Enterprises,2015-12-11,1545.0,7.3,2015.0,25759988.67,122678731.5,105346506.0,Blockbuster
4.566713,150000000.0,682330139.0,Mission: Impossible - Rogue Nation,Tom Cruise|Jeremy Renner|Simon Pegg|Rebecca Ferguson|Ving Rhames,Christopher McQuarrie,spy|sequel|mission,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",131.0,Action,Paramount Pictures|Skydance Productions|China Movie Channel|Bad Robot|TC Productions,2015-07-23,2349.0,7.1,2015.0,,627743451.7,532330139.0,Blockbuster
5.984995,88000000.0,243637091.0,Pixels,Adam Sandler|Michelle Monaghan|Peter Dinklage|Josh Gad|Kevin James,Chris Columbus,video game|nerd|alien attack|3d|pixels,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,105.0,Action|Comedy|Science Fiction,Columbia Pictures|Happy Madison Productions,2015-07-16,1575.0,5.8,2015.0,80959964.38,224146025.1,155637091.0,Blockbuster
4.503789,81000000.0,403802136.0,Kingsman: The Secret Service,Taron Egerton|Colin Firth|Samuel L. Jackson|Michael Caine|Mark Strong,Matthew Vaughn,spy|great britain|secret organization|secret agent|marvel comic,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,130.0,Crime|Comedy|Action|Adventure,Twentieth Century Fox Film Corporation|Marv Films|TSG Entertainment|Cloudy Productions,2015-01-24,3833.0,7.6,2015.0,74519967.21,371497801.7,322802136.0,Blockbuster
4.062293,20000000.0,88346473.0,Spotlight,Mark Ruffalo|Michael Keaton|Rachel McAdams|Liev Schreiber|John Slattery,Tom McCarthy,child abuse|journalism|judge|florida|boston,"The true story of how The Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",128.0,Drama|Thriller|History,Participant Media|Open Road Films|Anonymous Content|Rocklin / Faust|Entertainment One Features,2015-11-06,1559.0,7.8,2015.0,18399991.9,81278719.4,68346473.0,High
3.968891,61000000.0,311256926.0,Maze Runner: The Scorch Trials,Dylan O'Brien|Kaya Scodelario|Thomas Brodie-Sangster|Giancarlo Esposito|Aidan Gillen,Wes Ball,based on novel|resistance|maze|post-apocalyptic|dystopia,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKDâ€™s vastly superior forces and uncover its shocking plans for them all.",132.0,Action|Science Fiction|Thriller,Gotham Group|Temple Hill Entertainment|TSG Entertainment,2015-09-09,1849.0,6.4,2015.0,56119975.31,286356245.9,250256926.0,Blockbuster
3.899557,49000000.0,102069268.0,Chappie,Sharlto Copley|Dev Patel|Ninja|Yolandi Visser|Jose Pablo Cantillo,Neill Blomkamp,artificial intelligence|android|robot|near future|robot cop,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundingsâ€”some good, some badâ€”and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",120.0,Crime|Action|Science Fiction,Columbia Pictures|Media Rights Capital|Sony Pictures Entertainment (SPE)|Alpha Core|Genre Films,2015-03-04,1990.0,6.6,2015.0,45079980.16,93903685.24,53069268.0,Blockbuster
3.877764,29000000.0,287506194.0,Pitch Perfect 2,Anna Kendrick|Rebel Wilson|Hailee Steinfeld|Brittany Snow|Skylar Astin,Elizabeth Banks,music|sequel|singer|male female relationship|audition,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",115.0,Comedy|Music,Universal Pictures|Gold Circle Films|Brownstone Productions,2015-05-07,1264.0,6.8,2015.0,26679988.26,264505582.1,258506194.0,Blockbuster
3.64821,40000000.0,162610473.0,Bridge of Spies,Tom Hanks|Mark Rylance|Amy Ryan|Alan Alda|Sebastian Koch,Steven Spielberg,spy|cia|cold war|pilot|lawyer,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",141.0,Thriller|Drama,DreamWorks SKG|Amblin Entertainment|Studio Babelsberg|Fox 2000 Pictures|Marc Platt Productions,2015-10-15,1638.0,7.1,2015.0,36799983.81,149601569.3,122610473.0,Blockbuster
3.644541,58000000.0,150170815.0,Goosebumps,Jack Black|Dylan Minnette|Odeya Rush|Amy Ryan|Jillian Bell,Rob Letterman,based on novel|magic|fantasy|family|3d,"A teenager teams up with the daughter of young adult horror author R.L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",103.0,Adventure|Horror|Comedy,Columbia Pictures|Original Film|Scholastic Entertainment,2015-08-05,600.0,6.2,2015.0,53359976.52,138157089.0,92170815.0,Blockbuster
3.557846,6000000.0,35401758.0,Room,Brie Larson|Jacob Tremblay|Joan Allen|Sean Bridgers|William H. Macy,Lenny Abrahamson,based on novel|carpet|isolation|imprisonment|grandparents,Jack is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma suddenly tells him that there are other things outside of Room?,117.0,Drama|Thriller,Element Pictures|No Trace Camping|A24|Duperele Films,2015-10-16,1520.0,8.0,2015.0,5519997.571,32569603.03,29401758.0,High
3.339135,175000000.0,331926147.0,The Good Dinosaur,Raymond Ochoa|Jack Bright|Jeffrey Wright|Frances McDormand|Maleah Nipay-Padilla,Peter Sohn,tyrannosaurus rex|friends|animation|alternate history|dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,93.0,Adventure|Animation|Comedy|Family|Fantasy,Walt Disney Pictures|Pixar Animation Studios|Buena Vista,2015-11-14,1087.0,6.6,2015.0,160999929.2,305371920.9,156926147.0,Blockbuster
3.23737,50000000.0,71561644.0,Run All Night,Liam Neeson|Ed Harris|Joel Kinnaman|Boyd Holbrook|Bruce McGill,Jaume Collet-Serra,hitman|revenge|murder|on the run|mobster,"Brooklyn mobster and prolific hit man Jimmy Conlon has seen better days. Longtime best friend of a mob boss, Jimmy is haunted by the sins of his pastâ€”as well as a dogged police detective whoâ€™s been one step behind Jimmy for 30 years. But when Jimmyâ€™s estranged son becomes a target, Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. Now, with nowhere safe to turn, Jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right.",114.0,Action|Crime|Drama|Mystery|Thriller,Vertigo Entertainment|Energy Entertainment|RatPac-Dune Entertainment,2015-03-11,814.0,6.3,2015.0,45999979.76,65836683.51,21561644.0,High
3.227329,11000000.0,62076141.0,Brooklyn,Saoirse Ronan|Domhnall Gleeson|Emory Cohen|Emily Bett Rickards|Eileen O'Higgins,John Crowley,love triangle|based on novel|homesickness|vororte|ship,"In 1950s Ireland and New York, young Ellis Lacey has to choose between two men and two countries.",111.0,Drama|Romance,Wildgaze Films|Irish Film Board|Item 7|Parallel Film Productions,2015-11-04,754.0,7.3,2015.0,10119995.55,57110024.59,51076141.0,High
3.202719,28000000.0,201634991.0,Straight Outta Compton,O'Shea Jackson Jr.|Corey Hawkins|Jason Mitchell|Neil Brown Jr.|Aldis Hodge,F. Gary Gray,brother brother relationship|aids|police brutality|hip-hop|wife husband relationship,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebelsâ€”armed only with their lyrics, swagger, bravado and raw talentâ€”stood up to the authorities that meant to keep them down and formed the worldâ€™s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",147.0,Drama|Music,New Line Cinema|Universal Pictures|Legendary Pictures|Cube Vision|Broken Chair Flickz,2015-08-13,918.0,7.7,2015.0,25759988.67,185504110.1,173634991.0,Blockbuster
3.080505,90000000.0,140396650.0,The Last Witch Hunter,Vin Diesel|Rose Leslie|Michael Caine|Elijah Wood|Ã“lafur Darri Ã“lafsson,Breck Eisner,new york|witch|uprising|witch hunter,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",106.0,Fantasy|Action|Adventure,Summit Entertainment|Atmosphere Entertainment MM|One Race Films|Goldmann Pictures|NeoReel,2015-10-21,879.0,5.6,2015.0,82799963.57,129164861.2,50396650.0,Blockbuster
3.079522,30000000.0,34441873.0,Steve Jobs,Michael Fassbender|Kate Winslet|Seth Rogen|Katherine Waterston|Jeff Daniels,Danny Boyle,biography|computer|based on true story|father daughter relationship|apple computer,"Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.",122.0,History|Drama,Universal Pictures|Scott Rudin Productions|Legendary Pictures|The Mark Gordon Company|Management 360,2015-10-09,1035.0,6.9,2015.0,27599987.86,31686509.22,4441873.0,High
3.053421,75000000.0,108145109.0,The Man from U.N.C.L.E.,Henry Cavill|Armie Hammer|Alicia Vikander|Elizabeth Debicki|Luca Calvani,Guy Ritchie,spy|cold war|remake|based on tv series|buddy cop,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",116.0,Comedy|Action|Adventure,Davis Entertainment|Warner Bros.|Wigram Productions|RatPac-Dune Entertainment,2015-08-13,,7.0,2015.0,68999969.64,99493456.5,33145109.0,Blockbuster
3.025852,25000000.0,42629776.0,The Age of Adaline,Blake Lively|Michiel Huisman|Harrison Ford|Ellen Burstyn|Kathy Baker,Lee Toland Krieger,san francisco|immortality|love|forever,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.",112.0,Fantasy|Drama|Romance,Lakeshore Entertainment|Sidney Kimmel Entertainment|Sierra/Affinity,2015-04-16,1221.0,7.3,2015.0,22999989.88,39219376.66,17629776.0,High
3.023253,10000000.0,14333790.0,Hardcore Henry,Sharlto Copley|Haley Bennett|Danila Kozlovskiy|Tim Roth|Andrei Dementiev,Ilya Naishuller,female nudity|cyborg|nudity|murder|gore,"Henry, a newly resurrected cyborg who must save his wife/creator from the clutches of a psychotic tyrant with telekinetic powers, AKAN, and his army of mercenaries. Fighting alongside Henry is Jimmy, who is Henry's only hope to make it through the day. Hardcore takes place over the course of one day, in Moscow, Russia.",97.0,Action|Adventure|Science Fiction,Bazelevs Production|Versus Pictures,2015-09-12,396.0,5.9,2015.0,9199995.952,13187081.0,4333790.0,High
2.976436,135000000.0,368871007.0,Home,Jim Parsons|Rihanna|Steve Martin|Jennifer Lopez|Matt Jones,Tim Johnson,friendship|spaceship|space|alien|alien invasion,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip (Rihanna), manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh (Jim Parsons). The two fugitives realize thereâ€™s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",94.0,Fantasy|Comedy|Animation|Science Fiction|Family,Twentieth Century Fox Film Corporation|DreamWorks Animation,2015-03-18,1060.0,6.9,2015.0,124199945.4,339361177.1,233871007.0,Blockbuster
2.968254,12000000.0,85512300.0,Paper Towns,Nat Wolff|Cara Delevingne|Halston Sage|Justice Smith|Austin Abrams,Jake Schreier,friendship|high school|teen|classmate|based on young adult book,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life-dressed like a ninja and summoning him for an ingenious campaign of revenge-he follows. After their all-nighter ends and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues-and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees of the girl he thought he knew.",109.0,Drama|Mystery|Romance,Fox 2000 Pictures,2015-07-09,1252.0,6.2,2015.0,11039995.14,78671281.38,73512300.0,High
3.557846,6000000.0,35401758.0,Room,Brie Larson|Jacob Tremblay|Joan Allen|Sean Bridgers|William H. Macy,Lenny Abrahamson,based on novel|carpet|isolation|imprisonment|grandparents,Jack is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma suddenly tells him that there are other things outside of Room?,117.0,Drama|Thriller,Element Pictures|No Trace Camping|A24|Duperele Films,2015-10-16,1520.0,8.0,2015.0,5519997.571,32569603.03,29401758.0,High
